cockatiel	2.113943352
cockatoo	2.380211242
cockroach	2.487138375
colobus	2.320146286
colt	2.761175813
conch	2.498310554
constrict	2.100370545
constrictor	2.336459734
conure	1.954242509
cony	2.033423755
coral	3.309630167
corella	1.903089987
cormorant	2.8162413
cornsnake	1.633468456
cottonmouth	1.77815125
cougar	2.995196292
cow	3.621176282
cowrie	2.093421685
coyote	3.235528447
crab	3.31386722
crake	3.45484486
crane	3.491361694
crawfish	2.701567985
crayfish	2.657055853
cricket	3.559906625
crocodile	3.365487985
crocodilian	3.399673721
crow	3.503790683
cub	3.033423755
cuckoo	2.818885415
cuis	0.301029996
curassow	1.755874856
cusimanse	0.77815125
cuttlefish	2.359835482
dabchick	1.113943352
dachshund	2.376576957
daddylonglegs	1.949390007
dalmation	2.583198774
darter	3.133538908
dassie	1.556302501
deer	3.658011397
degu	1.77815125
devil	2.411619706
diamondback	2.283301229
dik	2.5132176
dikkop	0.477121255
dingo	2.733999287
dinosaur	3.50242712
dodo	2.700703717
doe	2.974971994
dog	4.152288344
dogfish	2.227886705
dolphin	3.645422269
donkey	3.385606274
dormouse	2.436162647
dove	3.385606274
dragon	3.824125834
dragonet	1.716003344
dragonfly	2.8876173
drake	3.285557309
dromedary	2.492760389
drongo	2.217483944
duck	3.716837723
duckbill	1.792391689
duckling	3.737987326
dugong	2.309630167
duiker	2.527629901
dunnart	1.851258349
eagle	3.698970004
eaglet	1.322219295
earthworm	2.771587481
eater	3.271841607
echidna	2.697229343
eel	2.898725182
egret	2.745855195
eidolon	2.029383778
eland	2.46686762
elephant	3.808885867
elephantseal	2.629409599
elk	3.152288344
emu	2.950364854
ermine	2.698100546
ewe	2.477121255
falcon	3.445604203
fawn	2.517195898
fennec	2.480006943
ferret	2.937517892
filefish	1.361727836
finch	2.914343157
fish	4.173186268
fisher	1
flamingo	3.012837225
flea	2.863917377
flounder	2.399673721
fly	3.879669206
flyer	2.614897216
flyingsquirrel	2.499687083
foal	2.661812686
fowl	2.859138297
fox	4
francolin	2.274157849
freshwaterfish	2.695481676
frog	3.728353782
frogmouth	1.832508913
galah	1.851258349
gallinule	1.995635195
gander	2.390935107
gar	2.614897216
gardensnake	1.041392685
gaur	2.689308859
gazelle	2.907411361
gazer	1.491361694
gecko	2.911157609
gemsbok	2.404833717
genet	2.974050903
genoveva	0.903089987
gerbil	2.382017043
gerenuk	2.33243846
gibbon	3.1430148
giraffe	3.004321374
gnat	2.086359831
gnu	3.260071388
goat	3.509202522
goldenmarmot	2.301029996
goldenretriever	2.604226053
goldfinch	2.311753861
goldfish	2.689308859
gonolek	1.544068044
goose	3.525044807
gopher	2.622214023
gorilla	3.344392274
goshawk	2.525044807
gosling	1.982271233
grasshopper	2.789580712
greatdane	2.222716471
greatwhiteshark	2.511883361
grebe	2.505149978
greenfinch	1.959041392
grenadier	2.209515015
greyhound	2.7930916
grison	2.515873844
grizzly	3.037426498
grizzlybear	2.746634199
grosbeak	2.26245109
groundhog	2.307496038
grouper	2.130333768
grouse	2.652246341
grub	2.411619706
grunt	2.437750563
guanaco	2.515873844
guerza	0.301029996
guillemot	2.23299611
guinea	3.547774705
guineafowl	2.324282455
guineapig	2.771587481
gull	3.021189299
gulls	3.238046103
guppy	2.127104798
gyrfalcon	1.973127854
hammerheadshark	2.260071388
hammerkop	1.86332286
hamster	2.888179494
hare	3.442479769
harrier	2.698970004
hartebeest	2.495544338
hatchling	2.618048097
hawk	3.640481437
hedgehog	3.178976947
heifer	2.324282455
hen	3.021189299
heron	3.173186268
herring	3.187520721
hippopotamus	3.252853031
hog	3.209515015
honeybee	2.753583059
honeyeater	2.136720567
hornbill	2.552668216
hornet	2.785329835
horse	4.045322979
howlermonkey	1.886490725
human	4.361727836
hummingbird	2.688419822
humpbackwhale	2.682145076
huron	2.451786436
husky	2.691965103
hyena	3.11058971
hyrax	2.361727836
ibex	2.73479983
ibis	2.907411361
iguana	2.567026366
impala	2.605305046
insect	3.783188691
jack	2.320146286
jackal	2.948412966
jackdaw	2.227886705
jackrabbit	2.328379603
jaguar	2.969415912
jaguarundi	2.517195898
jay	3.707570176
jellyfish	2.831229694
jerboa	2.089905111
jumpingspider	1.949390007
junebug	1.556302501
kangaroo	3.367355921
kestrel	2.751279104
kid	2.643452676
killdeer	1.913813852
killerwhale	2.738780558
kingfisher	2.558708571
kingsnake	2.10720997
kinkajou	2.51054501
kite	2.698970004
kitten	3.167317335
kiwi	2.786751422
klipspringer	2.376576957
knifefish	1.491361694
koala	2.936010796
kob	2.555094449
kodiakbear	2.260071388
koi	2.641474111
Komodo	2.51851394
komododragon	2.456366033
kongoni	0.301029996
koodoo	0.301029996
kookaburra	2.206825876
kudu	2.551449998
labradorretriever	2.866877814
ladybug	2.146128036
lamb	3.45331834
lamprey	2.324282455
langur	2.385606274
lark	2.572871602
larva	2.721810615
laughingthrush	1.886490725
leafy	2.431363764
lechwe	2.385606274
leech	2.665580991
legaan	1.491361694
lemming	2.522444234
lemur	3.008600172
leopard	3.478566496
leopardess	1.113943352
liger	2.26245109
limpet	2.123851641
lion	3.827369273
lioness	2.390935107
lionfish	1.84509804
lizard	3.622214023
lizards	3.396199347
llama	2.910090546
lobster	2.949390007
lookdown	2.641474111
loon	2.352182518
lorikeet	2.23299611
loris	2.155336037
lory	2.953759692
lourie	1.491361694
louse	2.440909082
lovebird	2.068185862
lubber	1.591064607
lynx	3.204119983
macaque	2.838219222
macaw	2.689308859
macaws	2.7355989
mackerel	2.536558443
macropod	2.130333768
maggot	2.730782276
magpie	2.737987326
makoshark	1.755874856
malamute	2.025305865
mallard	2.621176282
malleefowl	1.62324929
mammal	3.660865478
manatee	2.723455672
mandrill	2.292256071
mantaray	2.045322979
mare	3.11058971
margay	2.503790683
marmoset	2.392696953
marmot	2.294466226
marshbird	0.954242509
marten	3.096910013
meadowlark	2.033423755
mealworm	1.447158031
meerkat	2.802089258
merganser	2.276461804
merlin	3.053078443
milksnake	1.681241237
miniaturepony	0.77815125
mink	2.903632516
minnow	2.326335861
minnows	2.336459734
mite	3.598790507
moccasin	2.170261715
mockingbird	2.522444234
mole	3.305351369
monarchbutterfly	2.155336037
mongoose	2.839478047
monitor	3.5289167
monkey	3.69019608
monster	3.77815125
moorhen	2.431363764
moose	3.133538908
moray	2.474216264
mosquito	3.117271296
moth	3.06069784
motmot	1.740362689
mouflon	2.471291711
mountainbear	1.176091259
mountaingoat	2.59439255
mountainlion	2.632457292
mouse	3.748962861
mousebird	2.113943352
mule	3.255272505
muledeer	2.673941999
muntjac	2.58546073
murex	1.672097858
muskox	2.602059991
muskrat	2.431363764
mussel	2.705007959
mustang	2.651278014
myna	2.120573931
mynah	1.681241237
nakedmolerat	0.301029996
narwhal	2.305351369
nautilus	2.517195898
newt	2.530199698
nightingale	2.854306042
nilgai	2.444044796
numbat	1.897627091
nyala	2.408239965
ocelot	2.685741739
octopus	3.184691431
okapi	2.53529412
onager	2.540329475
openbill	1.880813592
opossum	3.049218023
opposum	2.649334859
orangutan	2.838849091
orca	2.880813592
oribi	2.389166084
oriole	2.484299839
oryx	2.703291378
osprey	2.639486489
ostrich	2.820201459
otter	3.315970345
owl	3.450249108
ox	3.311753861
oyster	2.909020854
paca	1.963787827
pacu	1.380211242
pademelon	2.068185862
panda	3.404833717
panther	3.201397124
paradoxure	0.301029996
parakeet	2.718501689
parrot	3.28780173
parrotfish	1.838849091
partridge	2.861534411
peacock	3.100370545
peafowl	2.526339277
peccary	2.503790683
pelican	2.868056362
pembrokewelshcorgi	2.117271296
penguin	3.544068044
peregrine	2.802089258
phascogale	1.707570176
pheasant	2.671172843
pig	3.853698212
pigeon	3.290034611
piglet	2.324282455
pike	3.167317335
pillbug	1.672097858
pinksalmon	1.531478917
pintail	2.503790683
piranha	2.572871602
pitta	2.133538908
pitviper	1.939519253
platypus	2.667452953
pleco	1.591064607
plover	2.704150517
polarbear	3.146128036
polecat	2.603144373
pony	3.220108088
poodle	2.733999287
porcupine	2.797267541
porcupinefish	1.041392685
porkfish	0.301029996
porpoise	2.587710965
possum	2.699837726
potbelliedpig	1.531478917
potoroo	2.021189299
prairiedog	2.311753861
prawn	2.212187604
prayingmantis	2.431363764
predator	3.394451681
primates	3.301029996
pronghorn	2.432969291
pufferfish	1.968482949
puffin	2.814247596
pug	2.403120521
puggle	1.301029996
puku	2.222716471
puma	2.961895474
pup	2.722633923
puppy	3.971275849
python	3.311753861
qilin	2.396199347
quagga	2.252853031
quail	2.850646235
quetzal	1.73239376
quoll	1.838849091
rabbit	3.882524538
raccoon	3.152288344
rail	3.086359831
rainbowfish	1.579783597
ram	3.374748346
raptor	2.844477176
rat	3.624282096
ratsnake	1.880813592
rattlesnake	2.640481437
raven	3.53529412
ray	3.301029996
redrumpedagouti	2.28780173
reedbuck	2.324282455
reindeer	2.926342447
reptile	3.359835482
rhea	2.484299839
rhino	3.371067862
rhinoceros	3.08278537
ringtail	2.149219113
roadrunner	2.260071388
robin	3.658964843
rodent	3.033423755
roebuck	2.089905111
rook	2.283301229
rooster	2.895974732
sable	2.989004616
sailfish	1.653212514
saki	2.301029996
salamander	3.071882007
salmon	3.423245874
saltwaterfish	2.206825876
sambar	2.536558443
sanddollar	1.322219295
sandgrouse	2.029383778
sandpiper	2.184691431
sawfishes	1.72427587
scallop	2.344392274
scorpion	3.311753861
scorpionfish	1.342422681
seabass	1.982271233
seagull	2.639486489
seahorse	2.399673721
seal	3.866877814
sealion	2.890979597
seals	3.719331287
seamonkey	1.397940009
seaotter	2.409933123
sergeant	1.041392685
seriema	1.662757832
serpent	3.193124598
serval	2.532754379
shark	3.633468456
sheathbill	0.954242509
sheep	3.91750551
shelduck	1.903089987
shihtzu	2.017033339
shoveler	2.033423755
shrew	2.809559715
shrike	2.252853031
shrimp	3.08278537
siamang	1.851258349
siamesecat	2.557507202
siberianhusky	2.484299839
sidewinder	2.309630167
sifaka	2.037426498
silkworm	2.11058971
simian	2.394451681
siskin	1.69019608
skink	2.305351369
skunk	3.06069784
skylark	2.08278537
sloth	2.973127854
slug	2.934498451
smelt	2.164352856
snail	3.178976947
snake	3.920123326
snipe	2.960946196
snowfox	2.63748973
snowleopard	2.77815125
snowlion	2.195899652
snowmonkey	1.431363764
songbird	2.204119983
sow	2.589949601
spadefish	0.903089987
sparrow	2.937517892
spider	3.707570176
spiderling	1.322219295
spidermonkey	2.198657087
sponge	2.770115295
spoonbill	2.093421685
springbok	2.342422681
springbuck	0.301029996
springhare	1.414973348
spurfowl	1.113943352
squid	3.149219113
squirrel	3.471291711
stag	2.78604121
stallion	2.839478047
starfish	2.574031268
starling	2.705007959
steenbok	2.225309282
steenbuck	0.301029996
steer	2.848189117
stickinsect	1.944482672
stickleback	1.838849091
stilt	2.475671188
stingray	2.45484486
stoat	2.127104798
stonefish	1.698970004
stork	2.897077003
sturgeon	2.545307116
sugar	2.149219113
sugarglider	2.158362492
sunbird	1.041392685
sunbittern	0.301029996
sungazer	0.301029996
suricate	0.301029996
swallow	3.155336037
swallowtail	2.146128036
swan	3.440909082
swift	3.352182518
swordfish	2.416640507
tadpole	2.612783857
tamandua	1.851258349
tamarin	2.149219113
tanager	1.785329835
tang	3.155336037
tapir	2.654176542
tarantula	2.556302501
tasmaniandevil	2.561101384
tayra	2.396199347
teal	2.555094449
tenrec	1.612783857
termite	2.383815366
terrier	2.974971994
tetra	2.245512668
thrush	2.600972896
tick	3.178976947
tiger	3.779596491
tigress	2.012837225
tilapia	2.274157849
timberwolf	1.792391689
tinamou	2.442479769
titi	1.301029996
titmouse	1.414973348
toad	3.086359831
tomcat	2.017033339
tomistoma	1.431363764
topi	1.929418926
tortoise	3.053078443
toucan	2.401400541
tragopan	1.838849091
treefrog	2.511883361
triplefin	0.602059991
trotter	2.247973266
trout	3.307496038
trumpeter	2.374748346
tsessebe	2.190331698
tuna	2.920123326
turaco	1.963787827
turkey	3.77524626
turtle	3.760422483
umbrellabird	0.77815125
unicorn	3.173186268
urchin	2.618048097
urial	2.260071388
vaquita	1.819543936
vicuna	2.463892989
viper	2.966610987
vole	2.463892989
vulture	3.045322979
wallaby	2.472756449
wallaroo	1.897627091
walrus	2.889861721
wambenger	0.477121255
wapiti	2.041392685
warbler	2.780317312
warthog	2.72427587
wasp	3.049218023
waterbuck	2.442479769
waterbuffalo	2.793790385
watersnake	2.021189299
waxbill	1.806179974
weasel	3.477121255
weaver	2.745855195
whale	3.691965103
whaleshark	2.340444115
whitetaileddeer	2.860338007
whitetiger	2.068185862
wigeon	2.399673721
wildboar	2.7930916
wildcat	2.958085849
wilddog	2.782472624
wildebeest	2.671172843
wildfowl	2.240549248
wolf	3.859138297
wolverine	2.967079734
wombat	2.672097858
woodchuck	2.190331698
woodpecker	2.775974331
woollymammoth	2.563481085
worm	3.627365857
woylie	1.954242509
wren	2.756636108
yak	2.984527313
yellowjacket	1.959041392
zebra	3.209515015
zebu	2.096910013
zorilla	1.672097858
